System PWS ID,System Name,Source Water Type,Population,Sample Date,County,PFOS_ng_L,PFOA_ng_L,GenX_ng_L,PFBS_ng_L,PFNA_ng_L,PFHxS_ng_L,year
NC0144489,GREEN VALLEY MHP,Groundwater,110.0,7/27/2023,HAYWOOD,ND,ND,ND,ND,ND,ND,2023
NC0474140,GREGORY MEADOWS AT BELVOIR NO. 1,Groundwater,124.0,7/27/2023,PITT,ND,ND,ND,ND,ND,ND,2023
NC0474142,GREGORY MEADOWS AT BELVOIR NO. 2,Groundwater,200.0,7/27/2023,PITT,ND,ND,ND,ND,ND,ND,2023
NC0279110,GUILROCK WEST MHP,Groundwater,100.0,9/5/2023,ROCKINGHAM,ND,ND,ND,ND,ND,ND,2023
NC7071022,HAMPSTEAD PINES,Groundwater,178.0,8/7/2023,PENDER,ND,ND,ND,ND,ND,ND,2023
NC0195111,HAMPTON MHP,Groundwater,37.0,7/11/2023,WATAUGA,3.83,3.21,ND,6.95,ND,1.17,2023
NC0180184,HAPPY HOLLOW S/D,Groundwater,112.0,8/14/2023,ROWAN,3.64,2.71,ND,ND,ND,1.46,2023
NC0156136,HARMONY ESTATES S/D,Groundwater,100.0,8/10/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC0343045,HARNETT REGIONAL WATER,Surface Water,109415.0,8/16/2023,HARNETT,18.4,9.22,0.411,7.09,1.38,4.3,2023
NC0382030,HARRELLS WATER CORP,Groundwater,1642.0,8/8/2023,SAMPSON,ND,ND,ND,ND,ND,ND,2023
NC4092074,HARRISON RIDGE SUBDIVISION,Groundwater,117.0,5/9/2023,WAKE,1.18,1.23,ND,ND,ND,ND,2023
NC0118296,HAWKS RIDGE S/D,Groundwater,155.0,10/4/2023,CATAWBA,ND,3.59,ND,7.04,ND,1.32,2023
NC0195176,HEAVENLY MTN RESORT-VILLAGE,Groundwater,25.0,8/3/2023,WATAUGA,ND,ND,ND,ND,ND,ND,2023
NC0157150,HERITAGE HILLS,Groundwater,74.0,8/31/2023,MACON,ND,ND,ND,ND,ND,ND,2023
NC0136240,HICKORY GROVE MHP,Groundwater,69.0,10/18/2023,GASTON,6.18,8.31,ND,6.34,ND,7.19,2023
NC0392332,HICKORY HAVEN S/D,Groundwater,51.0,7/10/2023,WAKE,0.904,ND,ND,0.66,ND,ND,2023
NC0180425,HICKORY LANE MHP,Groundwater,83.0,9/11/2023,ROWAN,1.18,1.44,ND,1.35,ND,0.631,2023
NC0136225,HICKORY VILLAGE MHP,Groundwater,165.0,8/2/2023,GASTON,29.2,33.9,ND,27.1,2.11,13.8,2023
NC0276208,HIDDEN FOREST MHP,Groundwater,470.0,8/24/2023,RANDOLPH,ND,ND,ND,1.66,ND,0.731,2023
NC0150136,HIGH HAMPTON INN/COUNTRY CLUB,Groundwater,721.0,8/24/2023,JACKSON,3.37,1.62,ND,ND,ND,0.588,2023
NC1057013,HIGHGATE S/D,Groundwater,62.0,10/18/2023,MACON,ND,ND,ND,1.03,ND,ND,2023
NC0150200,HIGHLANDS COVE S/D,Groundwater,511.0,8/9/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0157123,HIGHLANDS FALLS COUNTRY CLUB,Groundwater,650.0,8/3/2023,MACON,2.7,1.86,ND,0.621,ND,ND,2023
NC0347107,HILLCREST-SCURLOCK WATER INC,Groundwater,1369.0,8/15/2023,HOKE,ND,1.17,ND,ND,ND,0.796,2023
NC4068009,HILLSBOROUGH UCC,Groundwater,84.0,6/6/2023,ORANGE,ND,ND,ND,ND,ND,ND,2023
NC0136227,HOLLY FAYE MHP,Groundwater,60.0,8/2/2023,GASTON,ND,8.63,ND,3.28,ND,1.08,2023
NC0201141,HOLLY TREE VILLAGE,Groundwater,198.0,11/2/2023,ALAMANCE,3.19,6.43,ND,1.81,ND,3.79,2023
NC0368119,HOMESTEAD MHP,Groundwater,25.0,5/23/2023,ORANGE,2.99,1,ND,3.56,ND,4.81,2023
NC0474110,HOMESTEAD MHP  NO 2,Groundwater,200.0,11/17/2023,PITT,ND,ND,ND,ND,ND,ND,2023
NC0392113,HORSESHOE MOBILE ESTATES,Groundwater,255.0,7/12/2023,WAKE,10.1,12,0.239,4.88,ND,13.4,2023
NC0156127,HOUSTON HOUSE REST HOME,Groundwater,40.0,9/27/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC1061009,HUMPBACK MOUNTAIN,Groundwater,25.0,8/10/2023,MITCHELL,ND,ND,ND,ND,ND,ND,2023
NC0416186,HUNTING ESTATES,Groundwater,80.0,8/1/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0241111,HUNTINGTON WOODS MHP,Groundwater,175.0,8/24/2023,GUILFORD,2.94,2.95,ND,12.6,ND,2.64,2023
NC0291514,"IMAGINATION STATION ACADEMY, LLC",Groundwater,35.0,8/30/2023,VANCE,ND,6.68,ND,5.97,ND,1.42,2023
NC0188128,INDIAN LAKES ESTATE S/D,Groundwater,75.0,9/12/2023,TRANSYLVANIA,ND,ND,0.276,ND,ND,ND,2023
NC0150501,INGLES SUPERMARKET  NO 110,Groundwater,66.0,8/9/2023,JACKSON,1.67,1.19,ND,ND,0.929,ND,2023
NC0149025,IREDELL WATER CORPORATION,Surface Water Purchase,24733.0,7/25/2023,IREDELL,ND,ND,ND,ND,ND,ND,2023
NC0120410,J C CAMPBELL FOLK SCHOOL,Groundwater,97.0,9/20/2023,CHEROKEE,ND,ND,ND,ND,ND,ND,2023
NC0454127,JACKSON HEIGHTS MHP,Groundwater,107.0,9/19/2023,LENOIR,ND,ND,ND,ND,ND,ND,2023
NC4092146,JACKSON MANOR S/D,Groundwater,175.0,5/25/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0279410,JACOB`S CRK NURSING AND REHAB CENTER,Groundwater,235.0,9/21/2023,ROCKINGHAM,ND,ND,ND,7.48,ND,ND,2023
NC0440022,JASON WATER CORPORATION,Groundwater,331.0,9/6/2023,GREENE,ND,ND,ND,ND,ND,ND,2023
NC0145161,JAY MAR TRAILER PARK,Groundwater,50.0,8/3/2023,HENDERSON,ND,ND,ND,ND,ND,ND,2023
NC0392195,JCH MHP LLC,Groundwater,50.0,7/13/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0105108,JEFFERSON LANDING,Groundwater,653.0,8/8/2023,ASHE,ND,ND,ND,ND,ND,ND,2023
NC0392180,JEFFREYS MHP  NO 2,Groundwater,115.0,6/29/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC1045034,JETER MOUNTAIN MHP,Groundwater,54.0,8/17/2023,HENDERSON,1.93,8.85,ND,3.78,ND,2.64,2023
NC0112149,JONAS RIDGE REST HOME,Groundwater,80.0,10/5/2023,BURKE,7.54,1.4,ND,0.839,0.714,0.662,2023
NC4092145,KANATA MILLS S/D,Groundwater,233.0,5/25/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC3041085,KENSINGTON PLACE S/D,Groundwater,61.0,8/28/2023,GUILFORD,ND,ND,ND,ND,ND,ND,2023
NC4392409,KIDDIE UNIVERSITY,Groundwater,54.0,8/7/2023,WAKE,1.8,1.51,0.446,1.7,ND,1.04,2023
NC0235521,KIDS ZONE DAYCARE,Groundwater,63.0,6/12/2023,FRANKLIN,12.6,9.24,ND,1.77,ND,1.61,2023
NC0157117,KING MOUNTAIN CLUB WATER,Surface Water,150.0,9/13/2023,MACON,ND,ND,ND,ND,ND,ND,2023
NC0149184,KINGS LANDING S/D,Groundwater,142.0,7/25/2023,IREDELL,1.85,5.87,ND,1.92,ND,1.72,2023
NC4092133,KINGSTON MANOR S/D,Groundwater,88.0,5/25/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0201118,KIRBY`S MHP,Groundwater,60.0,11/2/2023,ALAMANCE,2.18,3.59,ND,ND,ND,1.01,2023
NC3041101,KNIGHT`S LANDING S/D,Groundwater,107.0,8/28/2023,GUILFORD,3.41,1.6,ND,4.05,ND,0.975,2023
NC0392214,KNIGHTDALE ESTATES MHP,Groundwater,285.0,6/13/2023,WAKE,46.7,4.7,ND,5.62,ND,49,2023
NC0145151,KNOLL RIDGE MHP,Groundwater,75.0,8/17/2023,HENDERSON,ND,ND,ND,ND,ND,ND,2023
NC0118108,KOOL PARK MHP,Groundwater,70.0,9/27/2023,CATAWBA,1.37,1.43,ND,ND,ND,0.959,2023
NC0118467,LAKE HICKORY RV RESORT,Groundwater,200.0,9/27/2023,CATAWBA,8.64,11.2,ND,0.874,ND,1.96,2023
NC0156107,LAKE JAMES LODGE ASSISTED LIVI,Groundwater,80.0,10/5/2023,MCDOWELL,ND,ND,ND,ND,ND,1.25,2023
NC0181138,LAKE LURE VILLAGE RESORT,Groundwater,206.0,11/3/2023,RUTHERFORD,ND,1.01,ND,1.69,ND,ND,2023
NC0416205,LAKE ROAD MHP,Groundwater,40.0,8/1/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0145129,LAKE SHEILA WATER SYSTEM,Groundwater,98.0,8/30/2023,HENDERSON,ND,ND,ND,ND,ND,ND,2023
NC0392150,LAKESIDE ESTATES,Groundwater,61.0,7/13/2023,WAKE,1.11,ND,ND,ND,ND,ND,2023
NC0467136,LAURADALE S/D,Groundwater,2527.0,8/7/2023,ONSLOW,ND,ND,ND,ND,ND,ND,2023
NC1057025,LAUREL HILLS,Groundwater,26.0,8/31/2023,MACON,ND,ND,ND,ND,ND,ND,2023
NC0157137,LAUREL RIDGE,Groundwater,115.0,8/31/2023,MACON,ND,ND,ND,1.57,ND,ND,2023
NC0195137,LAURELWOOD DEVELOPMENT,Groundwater,71.0,7/11/2023,WATAUGA,ND,0.924,ND,0.886,ND,ND,2023
NC0136396,LAWS MHP,Groundwater,67.0,10/24/2023,GASTON,ND,ND,ND,ND,ND,ND,2023
NC0471113,LEA ACRES WATER CO INC,Groundwater,120.0,8/8/2023,PENDER,ND,ND,ND,ND,ND,ND,2023
NC4092127,LEONE LANDING,Groundwater,69.0,5/16/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0276611,LEVEL CROSS CHRISTIAN SCHOOL,Groundwater,92.0,9/26/2023,RANDOLPH,ND,ND,ND,ND,ND,ND,2023
NC2049041,LIBERTY PREPARATORY CHRISTIAN ACADEMY,Groundwater,510.0,7/25/2023,IREDELL,0.992,0.954,ND,ND,ND,ND,2023
NC0416142,LIGHTHOUSE WAY MHP & APTS,Groundwater,79.0,8/1/2023,CARTERET,5.53,5.35,0.211,1.97,ND,1.21,2023
NC0363129,LINDEN VILLAS WTR SYSTEM,Groundwater,44.0,8/15/2023,MOORE,1.08,2.17,ND,0.608,ND,1.06,2023
NC0201188,LINEBERRY MHP,Groundwater,74.0,8/29/2023,ALAMANCE,ND,2.11,ND,2.46,ND,0.757,2023
NC1056001,LINVILLE FALLS CLUB,Groundwater,125.0,10/5/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC0106104,LINVILLE LAND HARBOR,Groundwater,2280.0,10/19/2023,AVERY,0.787,1.71,ND,1.04,ND,ND,2023
NC0392153,LITTLE RIVER MHP,Groundwater,79.0,7/24/2023,WAKE,18.4,12.1,ND,10.2,ND,3.13,2023
NC0156105,LITTLE SWITZERLAND COMM ASSOC,Groundwater,300.0,9/6/2023,MCDOWELL,0.821,ND,ND,ND,ND,ND,2023
NC0392154,LONG`S MH VILLAGE,Groundwater,90.0,9/7/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0136265,MAGNOLIA MHP,Groundwater,94.0,8/22/2023,GASTON,ND,2.05,ND,2.38,ND,2.08,2023
NC0145172,MAGNOLIA MHP,Groundwater,138.0,8/3/2023,HENDERSON,3.16,4.31,ND,2.41,ND,2.3,2023
NC0416167,MANN`S MHP,Groundwater,40.0,8/1/2023,CARTERET,5.84,3.43,ND,ND,ND,2.25,2023
NC0145115,MAPLE HILLS MHP,Groundwater,185.0,9/13/2023,HENDERSON,2.69,4.99,ND,3.41,ND,1.83,2023
NC0201174,MAPLE OAKS MHP,Groundwater,55.0,10/31/2023,ALAMANCE,ND,ND,ND,ND,ND,ND,2023
NC0201190,MAPLE VIEW MHP,Groundwater,96.0,8/15/2023,ALAMANCE,11.8,18.5,ND,2.74,1.16,20.9,2023
NC0120025,MARBLE COMMUNITY WTR SYSTEM,Groundwater,999.0,9/20/2023,CHEROKEE,ND,ND,ND,ND,ND,ND,2023
NC0156132,MARION MOOSE LODGE,Groundwater,320.0,9/6/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC0156133,MARION MOOSE LODGE-MOUNTAIN,Groundwater,160.0,9/6/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC0155496,MARYVALE DAY SCHOOL & ST KATES,Groundwater,97.0,10/9/2023,LINCOLN,ND,ND,ND,ND,ND,ND,2023
NC0234167,MCBRIDE`S MHP,Groundwater,190.0,9/5/2023,FORSYTH,30.6,35.8,ND,6.4,0.631,18.2,2023
NC1056009,MCDOWELL HOUSE REST HOME,Groundwater,36.0,9/27/2023,MCDOWELL,ND,2.28,ND,ND,ND,ND,2023
NC0392159,MEADOW LAKE S/D,Groundwater,42.0,7/12/2023,WAKE,1.06,1.29,ND,ND,ND,3.36,2023
NC4035018,MEADOW LAKE S/D,Groundwater,102.0,5/25/2023,FRANKLIN,ND,ND,ND,ND,ND,ND,2023
NC0201120,MEADOWLANE ESTATES MHP,Groundwater,48.0,8/29/2023,ALAMANCE,ND,ND,ND,ND,ND,ND,2023
NC0241125,MEADOWVIEW MHP,Groundwater,92.0,10/24/2023,GUILFORD,1.54,2.24,ND,0.756,ND,0.825,2023
NC0217107,MEADOWVIEW TRAILER COURT,Groundwater,60.0,10/26/2023,CASWELL,1.19,0.915,ND,ND,ND,0.744,2023
NC0175102,MELMONT WATER SYSTEM,Groundwater,127.0,10/11/2023,POLK,ND,0.77,ND,ND,ND,ND,2023
NC0136379,MELTON MHP,Groundwater,43.0,8/2/2023,GASTON,ND,1.41,ND,1.97,ND,1.33,2023
NC4092174,MENDENHALL S/D,Groundwater,25.0,5/18/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0149180,MIDWAY ROAD MHP,Groundwater,102.0,10/17/2023,IREDELL,ND,ND,ND,ND,ND,ND,2023
NC0446025,MILLENNIUM WATER ASSOCIATION,Groundwater,711.0,11/13/2023,HERTFORD,ND,ND,ND,ND,ND,ND,2023
NC0145565,MILLS RIVER SEVENTH DAY ADVENT,Groundwater,50.0,9/13/2023,HENDERSON,0.906,ND,ND,ND,ND,ND,2023
NC4035009,MILLSTONE S/D,Groundwater,272.0,5/9/2023,FRANKLIN,ND,ND,ND,ND,ND,ND,2023
NC0382536,MINTZ CHRISTIAN ACADEMY,Groundwater,250.0,8/8/2023,SAMPSON,ND,ND,ND,ND,ND,ND,2023
NC0431103,MISSION PARK B&L TRAILER COURT,Groundwater,65.0,8/8/2023,DUPLIN,ND,ND,ND,ND,ND,ND,2023
NC0180130,MOBIL LODGE MHP,Groundwater,94.0,10/26/2023,ROWAN,4.59,7.07,ND,4.56,ND,3.35,2023
NC0392303,MOBILE HILL ESTATE  NO 3,Groundwater,105.0,7/25/2023,WAKE,4.06,6.11,0.194,3.63,ND,2.25,2023
NC0136378,MOBILE HOME PARK HAVEN,Groundwater,142.0,10/18/2023,GASTON,ND,0.717,ND,3.64,ND,0.743,2023
NC0241126,MONROE`S MHP,Groundwater,187.0,9/26/2023,GUILFORD,11.2,5.77,ND,16.5,ND,3.2,2023
NC0235102,MONTGOMERY MOBILE ESTATES,Groundwater,0.0,6/12/2023,FRANKLIN,3.54,33.7,ND,2.91,ND,11.3,2023
NC0150157,MORNING STAR ASSISTED LIVING OF JACKSON,Groundwater,80.0,7/27/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC4092153,MORNINGTON S/D,Groundwater,170.0,5/16/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0118283,MOUNTAIN CREEK SHORES S/D,Groundwater,102.0,9/6/2023,CATAWBA,ND,ND,ND,ND,ND,ND,2023
NC3095014,MOUNTAIN PATHWAYS SCHOOL ANNEX,Groundwater,77.0,10/19/2023,WATAUGA,2.81,0.956,ND,1.77,ND,0.749,2023
NC1050035,MOUNTAIN TOP GOLF & LAKE CLUB,Groundwater,406.0,8/28/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Groundwater,44.0,8/3/2023,HENDERSON,ND,ND,ND,ND,ND,ND,2023
NC0145162,MOUNTAIN VIEW MHP,Groundwater,67.0,9/19/2023,HENDERSON,ND,ND,ND,ND,ND,ND,2023
NC0157132,MOUNTAIN VIEW RESORT,Groundwater,66.0,8/1/2023,MACON,ND,1.7,ND,1.88,ND,0.834,2023
NC0136241,MOUNTAIN VILLAGE MHP,Groundwater,44.0,11/20/2023,GASTON,1.94,5.68,ND,3.63,ND,6.8,2023
NC0276634,MT CALVARY CHRISTIAN SCHOOL,Groundwater,98.0,9/26/2023,RANDOLPH,6.5,5.99,ND,1.84,ND,3.25,2023
NC0120115,MURPHY MHP,Groundwater,51.0,9/20/2023,CHEROKEE,ND,ND,ND,ND,ND,ND,2023
NC0187562,NANTAHALA OUTDOOR--FLINT RIDGE,Groundwater,46.0,10/18/2023,SWAIN,ND,ND,ND,ND,ND,ND,2023
NC0157147,NANTAHALA SHORES,Groundwater,53.0,10/25/2023,MACON,ND,ND,ND,ND,ND,ND,2023
NC0187124,NANTAHALA VILLAGE,Groundwater,135.0,10/18/2023,SWAIN,ND,ND,ND,1.76,ND,ND,2023
NC0235488,NELSON HEADSTART DAYCARE,Groundwater,58.0,8/29/2023,FRANKLIN,ND,ND,ND,ND,ND,ND,2023
NC0326140,NEW TOWN APARTMENTS LLC,Groundwater,258.0,8/16/2023,CUMBERLAND,21.9,17.4,0.446,5.61,1.34,13.7,2023
NC0416172,NEWPORT RIDGE MHP,Groundwater,71.0,8/1/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0425126,NORRIS MHP,Groundwater,91.0,11/16/2023,CRAVEN,ND,ND,ND,ND,ND,ND,2023
NC0454025,NORTH LENOIR WATER CORP,Surface Water Purchase,15215.0,9/19/2023,LENOIR,ND,ND,ND,ND,ND,ND,2023
NC0465179,NORTHSIDE MHP,Groundwater,180.0,7/31/2023,NEW HANOVER,3.96,1.13,ND,1.18,ND,1.19,2023
NC0241651,NORTHWEST BAPTIST DAYCARE,Groundwater,32.0,10/26/2023,GUILFORD,6.13,5.25,ND,1.73,ND,2.25,2023
NC0467030,NORTHWEST ONSLOW WATER ASSOC,Groundwater,2052.0,8/7/2023,ONSLOW,ND,ND,ND,ND,ND,ND,2023
NC0347015,NORTHWEST WATER SUPPLY INC,Groundwater,1105.0,8/15/2023,HOKE,1.95,1.49,ND,1,ND,1.35,2023
NC0368152,OAK GROVE MHP,Groundwater,64.0,6/8/2023,ORANGE,ND,ND,ND,ND,ND,ND,2023
NC3079008,OAK LEVEL BAPTIST ACADEMY-ROCKINGHAM CO,Groundwater,80.0,9/5/2023,ROCKINGHAM,ND,ND,ND,ND,ND,ND,2023
NC0464115,OAK LEVEL MHP,Groundwater,99.0,7/17/2023,NASH,1.6,1.66,ND,0.726,ND,0.858,2023
NC0113200,OAKLAND GLEN MHP,Groundwater,257.0,8/31/2023,CABARRUS,ND,ND,ND,ND,ND,ND,2023
NC0180182,OAKLAND S/D,Groundwater,119.0,8/14/2023,ROWAN,3.17,4.68,ND,2.54,ND,1.97,2023
NC0465138,OAKLEY MHP,Groundwater,92.0,7/31/2023,NEW HANOVER,11.3,4.07,ND,3.18,ND,1.64,2023
NC4092168,OLDE MILL TRACE S/D,Groundwater,394.0,5/16/2023,WAKE,1.58,5.17,0.26,1.49,ND,2,2023
NC1045008,OLETA FALLS S/D,Groundwater,75.0,8/3/2023,HENDERSON,ND,ND,ND,ND,ND,ND,2023
NC2090016,OMNI MONTESORRI SCHOOL,Groundwater,50.0,9/18/2023,UNION,1.96,ND,ND,ND,ND,ND,2023
NC0368148,ORANGE MHP,Groundwater,81.0,5/4/2023,ORANGE,43.5,26.3,ND,23.6,3.01,11.8,2023
NC0467103,OSPREY COVE 1,Groundwater,475.0,8/7/2023,ONSLOW,ND,ND,ND,ND,ND,ND,2023
NC0467102,OSPREY COVE 2,Groundwater,475.0,8/7/2023,ONSLOW,1.97,0.919,ND,ND,ND,ND,2023
NC0113231,PARK CREEK S/D,Groundwater,203.0,8/31/2023,CABARRUS,0.848,1.24,ND,2.86,ND,2.9,2023
NC0201204,PARK PLACE,Groundwater,97.0,10/31/2023,ALAMANCE,19.7,14,ND,2.95,ND,5.67,2023
NC0114466,PATTERSON SCHOOL,Groundwater,50.0,10/4/2023,CALDWELL,ND,ND,ND,ND,ND,ND,2023
NC0195127,PEBBLE CREEK APARTMENTS,Groundwater,52.0,7/26/2023,WATAUGA,ND,ND,ND,ND,ND,ND,2023
NC1087004,PELOHI COVE,Groundwater,46.0,10/24/2023,SWAIN,ND,ND,ND,ND,ND,ND,2023
NC0161400,PENLAND SCHOOL OF CRAFTS,Groundwater,100.0,8/10/2023,MITCHELL,ND,ND,ND,ND,ND,ND,2023
NC0180651,PIEDMONT BAPT CH-FAMILY LIFE CENTER,Groundwater,30.0,10/12/2023,ROWAN,3.95,2.39,ND,1.36,ND,1.82,2023
NC0235123,PINE FOREST MHP,Groundwater,84.0,6/12/2023,FRANKLIN,2.13,0.811,ND,ND,ND,ND,2023
NC0118165,PINE HAVEN MHP,Groundwater,53.0,9/27/2023,CATAWBA,2.52,5.07,ND,1.48,ND,2.84,2023
NC0416031,PINE KNOLL SHORES,Groundwater,4656.0,8/2/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0112133,PINE MOUNTAIN LAKES S/D,Groundwater,239.0,10/4/2023,BURKE,ND,ND,ND,ND,ND,ND,2023
NC0113190,PINE RIDGE  NO 2,Groundwater,61.0,8/31/2023,CABARRUS,1.25,ND,ND,ND,ND,ND,2023
NC0113181,PINE RIDGE MHP  NO 1,Groundwater,51.0,8/31/2023,CABARRUS,6.86,5.16,ND,2.26,ND,2.52,2023
NC0353122,PINE VILLAGE MHC LLC,Groundwater,411.0,7/31/2023,LEE,2.46,0.909,ND,1.04,ND,1.35,2023
NC0136176,PINES MHP,Groundwater,173.0,8/29/2023,GASTON,3.96,3.63,ND,1.11,ND,2.57,2023
NC0392177,PINEVIEW ESTATES,Groundwater,83.0,7/13/2023,WAKE,2.28,4.54,ND,11.7,ND,9.63,2023
NC3041070,PLEASANT GARDEN WEESHINE PRESCHOOL,Groundwater,60.0,9/5/2023,GUILFORD,15,8.41,ND,8.35,1.34,9.4,2023
NC0392179,PLEASANT GROVE MHC,Groundwater,180.0,8/16/2023,WAKE,1.28,1.35,ND,ND,ND,0.857,2023
NC0279163,PLEASANT RIDGE MHP,Groundwater,269.0,8/24/2023,ROCKINGHAM,ND,ND,ND,2.02,ND,ND,2023
NC0427112,PONDEROSA MHP,Groundwater,300.0,11/15/2023,CURRITUCK,8.43,ND,ND,1.06,ND,6.83,2023
NC0276205,POPLAR RIDGE MHP,Groundwater,203.0,9/26/2023,RANDOLPH,2.98,2.31,ND,2.98,ND,0.798,2023
NC0113191,POPLAR TRAILS WATER SYSTEM,Groundwater,180.0,9/6/2023,CABARRUS,3.79,4.24,ND,3.4,ND,3.02,2023
NC4092172,PRESCOTT S/D,Groundwater,80.0,5/18/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC1088008,PRESERVE AT ROCK CREEK,Groundwater,45.0,10/18/2023,TRANSYLVANIA,ND,ND,ND,ND,ND,ND,2023
NC0113129,PRIVATE ACRES S/D,Groundwater,124.0,9/6/2023,CABARRUS,3.21,5.96,ND,1.96,ND,2.37,2023
NC0416113,PRUITT HEALTH AT SEA LEVEL,Groundwater,110.0,8/9/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0279157,QUAIL ACRES MHP,Groundwater,178.0,8/24/2023,ROCKINGHAM,ND,1.91,ND,2.83,ND,1.92,2023
NC3041060,RACHEL`S LANDING,Groundwater,51.0,8/28/2023,GUILFORD,ND,ND,ND,ND,ND,ND,2023
NC0201166,RAE MCKENZIE MOBILE HOME PARK,Groundwater,100.0,10/31/2023,ALAMANCE,3.94,5.18,ND,4.76,ND,3.79,2023
NC0136055,RAGAN VILLAGE WATER ASSOC,Groundwater,100.0,8/2/2023,GASTON,ND,4.24,ND,4.37,ND,18.7,2023
NC0326310,RAINTREE MHP,Groundwater,95.0,8/15/2023,CUMBERLAND,2.48,3.69,0.742,6.03,ND,2.49,2023
NC0111125,RANGEVIEW ACRES MHP,Groundwater,150.0,8/30/2023,BUNCOMBE,1.49,7.27,ND,2.19,ND,4.15,2023
NC1056029,RECOVERY VENTURES CORPORATION,Groundwater,64.0,9/27/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC0160168,REEDY CREEK MHP,Groundwater,64.0,9/18/2023,MECKLENBURG,1.96,2.41,ND,1.96,ND,2.09,2023
NC3041122,REVOLUTION ACADEMY,Groundwater,780.0,9/5/2023,GUILFORD,ND,ND,ND,ND,ND,ND,2023
NC0113204,"RHA HEALTH SERVICES, LLC",Groundwater,215.0,10/12/2023,CABARRUS,ND,ND,ND,1.92,ND,2.3,2023
NC0188132,RIDGE HAVEN CONFERENCE CENTER,Groundwater,100.0,9/26/2023,TRANSYLVANIA,ND,ND,ND,ND,ND,ND,2023
NC0111118,RIDGECREST CONFERENCE CENTER,Groundwater,950.0,8/30/2023,BUNCOMBE,ND,ND,ND,ND,ND,ND,2023
NC0368160,RILEY`S MHP,Groundwater,65.0,6/6/2023,ORANGE,ND,ND,ND,ND,ND,ND,2023
NC0276153,RIMMER`S MHP,Groundwater,63.0,9/26/2023,RANDOLPH,ND,ND,ND,ND,ND,ND,2023
NC0299111,RIVERPOINTE S/D,Groundwater,74.0,10/24/2023,YADKIN,ND,ND,ND,ND,ND,ND,2023
NC0150192,RIVERSIDE APARTMENTS,Groundwater,89.0,8/24/2023,JACKSON,1.35,4.47,ND,4.67,ND,1.02,2023
NC0156135,RIVERSIDE MHP,Groundwater,399.0,9/26/2023,MCDOWELL,3,0.908,ND,2.95,ND,2.84,2023
NC0464118,RIVERSIDE MHP,Groundwater,75.0,7/6/2023,NASH,3.51,5.28,ND,9.41,ND,1.79,2023
NC0416182,RIVERSTONE,Groundwater,99.0,8/1/2023,CARTERET,3.53,14.7,ND,0.585,ND,1.56,2023
NC0160379,RIVERWALK PLANTATION,Groundwater,89.0,10/3/2023,MECKLENBURG,ND,0.932,ND,0.932,ND,ND,2023
NC0103104,ROARING GAP CLUB INC,Groundwater,470.0,8/8/2023,ALLEGHANY,ND,ND,ND,ND,ND,1.37,2023
NC0241139,ROCK CREEK MH VILLAGE,Groundwater,275.0,9/21/2023,GUILFORD,3.38,1.71,ND,0.994,ND,0.98,2023
NC0241216,ROCK CREEK MH VILLAGE  NO 2,Groundwater,305.0,9/21/2023,GUILFORD,1.74,2.2,ND,1.08,ND,0.982,2023
NC4092073,ROCKBRIDGE S/D,Groundwater,1042.0,8/22/2023,WAKE,ND,ND,0.237,0.668,ND,ND,2023
NC0113220,ROCKY RIVER PLANTATION S/D,Groundwater,300.0,10/3/2023,CABARRUS,1.68,2.48,ND,5.52,ND,2.28,2023
NC0149165,ROLLING HILLS ESTATES,Groundwater,53.0,9/19/2023,IREDELL,2.98,2.92,ND,1.71,ND,1.18,2023
NC0201202,RUSSETTE MEADOWS MHP,Groundwater,65.0,8/29/2023,ALAMANCE,ND,ND,ND,3.79,ND,ND,2023
NC0180183,SAFRIT ANNEX WATER SYSTEM,Groundwater,51.0,8/14/2023,ROWAN,ND,ND,ND,ND,ND,0.93,2023
