OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,_congener_key,_variant_used,_source_query
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 7:20250819:0925:SR:WB:,2025-08-19,09:25:00,CDT,MESKWAKI_DNR-Site 7,STORET-1097021466,,Not Detected,,Perfluorohexanesulfonic acid,"Filtered, lab",0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2025-09-16,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%207%3A20250819%3A0925%3ASR%3AWB%3A/results/1097021466/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68766.CHEM,2025-07-17,09:35:00,MST,AZDEQ_WPD-55-921160_81468,STORET-1085963027,,,,Perfluorohexanesulfonic acid,Total,.71,ng/L,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68766.CHEM/results/1085963027/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-LBR-ABV-HTSP-WWTP:20250825121300:SR,2025-08-25,12:13:00,MST,CSKTRIBE-LBR-ABV-HTSP-WWTP,STORET-1094942727,,Not Detected at Reporting Limit,,Perfluorohexanesulfonic acid,,,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8327,USEPA,Per-and Polyfluoroalkyl Substances (PFAS) Using External Standard Calibration and Multiple Reaction Monitoring (MRM) Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,U.S. EPA. Region 8 Laboratory,2025-09-12,0001-01-01 17:30:00,MST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/CSKTRIBE/activities/CSKTRIBE-LBR-ABV-HTSP-WWTP%3A20250825121300%3ASR/results/1094942727/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68737.CHEM,2025-07-23,10:21:00,MST,AZDEQ_WPD-55-529841_57689,STORET-1085964283,,,,Perfluorohexanesulfonic acid,Total,12,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68737.CHEM/results/1085964283/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
TEPA29,Twenty-Nine Palms Tribal EPA,TEPA29-MW-8:202509160714:QFB:None,2025-09-16,07:14:00,PST,TEPA29-MW-8,STORET-1095473570,none,Not Detected,,Perfluorohexanesulfonic acid,Total,,ng/L,,Final,,Actual,,,,,,,,,,Clear.24 degrees C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1,USEPA,Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,,2025-09-26,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/TEPA29/activities/TEPA29-MW-8%3A202509160714%3AQFB%3ANone/results/1095473570/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68751.CHEM,2025-08-05,08:48:00,MST,AZDEQ_WPD-55-913096_78084,STORET-1085965247,,Not Detected,,Perfluorohexanesulfonic acid,Total,,,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68751.CHEM/results/1085965247/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-JCK-JNM0090:20250825104500:SR,2025-08-25,10:45:00,MST,CSKTRIBE-JCK-JNM0090,STORET-1094942876,,Not Detected at Reporting Limit,,Perfluorohexanesulfonic acid,,,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8327,USEPA,Per-and Polyfluoroalkyl Substances (PFAS) Using External Standard Calibration and Multiple Reaction Monitoring (MRM) Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,U.S. EPA. Region 8 Laboratory,2025-09-12,0001-01-01 16:54:00,MST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/CSKTRIBE/activities/CSKTRIBE-JCK-JNM0090%3A20250825104500%3ASR/results/1094942876/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
TEPA29,Twenty-Nine Palms Tribal EPA,TEPA29-MW-9:202509161009:QFB:None,2025-09-16,10:09:00,PST,TEPA29-MW-9,STORET-1095473677,none,Not Detected,,Perfluorohexanesulfonic acid,Total,,ng/L,,Final,,Actual,,,,,,,,,,Clear.24 degrees C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1,USEPA,Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,,2025-10-04,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/TEPA29/activities/TEPA29-MW-9%3A202509161009%3AQFB%3ANone/results/1095473677/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-CRW-BLW-RON-WWTP:20250825152800:SR,2025-08-25,15:28:00,MST,CSKTRIBE-CRW-BLW-RON-WWTP,STORET-1094941851,,Not Detected at Reporting Limit,,Perfluorohexanesulfonic acid,,,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8327,USEPA,Per-and Polyfluoroalkyl Substances (PFAS) Using External Standard Calibration and Multiple Reaction Monitoring (MRM) Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,U.S. EPA. Region 8 Laboratory,2025-09-12,0001-01-01 20:30:00,MST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/CSKTRIBE/activities/CSKTRIBE-CRW-BLW-RON-WWTP%3A20250825152800%3ASR/results/1094941851/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68735.CHEM,2025-07-23,12:21:00,MST,AZDEQ_WPD-55-596372_61603,STORET-1085964088,,,,Perfluorohexanesulfonic acid,Total,1.3,ng/L,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68735.CHEM/results/1085964088/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 5:20250717:0958:SR:WB:,2025-07-17,09:58:00,CDT,MESKWAKI_DNR-Site 5,STORET-1097021000,,Not Detected,,Perfluorohexanesulfonic acid,"Filtered, lab",0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2025-08-01,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%205%3A20250717%3A0958%3ASR%3AWB%3A/results/1097021000/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68777.CHEM,2025-07-17,03:35:00,MST,AZDEQ_WPD-55-921170_81471,STORET-1085963855,,,,Perfluorohexanesulfonic acid,Total,1,ng/L,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68777.CHEM/results/1085963855/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 2:20250820:0912:SR:WB:,2025-08-20,09:12:00,CDT,MESKWAKI_DNR-Site 2,STORET-1097021251,,Not Detected,,Perfluorohexanesulfonic acid,"Filtered, lab",0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2025-09-16,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%202%3A20250820%3A0912%3ASR%3AWB%3A/results/1097021251/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68734.CHEM,2025-08-05,10:36:00,MST,AZDEQ_WPD-55-915343_81206,STORET-1085964007,,,,Perfluorohexanesulfonic acid,Total,6.7,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68734.CHEM/results/1085964007/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 2:20250717:1037:SR:WB:,2025-07-17,10:37:00,CDT,MESKWAKI_DNR-Site 2,STORET-1097020875,,Not Detected,,Perfluorohexanesulfonic acid,"Filtered, lab",0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2025-08-01,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%202%3A20250717%3A1037%3ASR%3AWB%3A/results/1097020875/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68771.CHEM,2025-07-17,02:20:00,MST,AZDEQ_WPD-55-921760_81637,STORET-1085963397,,Not Detected,,Perfluorohexanesulfonic acid,Total,,,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68771.CHEM/results/1085963397/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 7:20250922:1022:SR:WB:,2025-09-22,10:22:00,CDT,MESKWAKI_DNR-Site 7,STORET-1097021595,,Not Detected,,Perfluorohexanesulfonic acid,"Filtered, lab",0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2025-10-07,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%207%3A20250922%3A1022%3ASR%3AWB%3A/results/1097021595/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 7:20250716:0950:SR:WB:,2025-07-16,09:50:00,CDT,MESKWAKI_DNR-Site 7,STORET-1097021088,,Not Detected,,Perfluorohexanesulfonic acid,"Filtered, lab",0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2025-07-26,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%207%3A20250716%3A0950%3ASR%3AWB%3A/results/1097021088/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68736.CHEM,2025-08-05,09:12:00,MST,AZDEQ_WPD-55-913097_78081,STORET-1085964164,,,,Perfluorohexanesulfonic acid,Total,9.6,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68736.CHEM/results/1085964164/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
TEPA29,Twenty-Nine Palms Tribal EPA,TEPA29-MW-8:202509160718:SR:None,2025-09-16,07:18:00,PST,TEPA29-MW-8,STORET-1095473124,none,Not Detected,,Perfluorohexanesulfonic acid,Total,,ng/L,,Final,,Actual,,,,,,,,,,Clear.24 degrees C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1,USEPA,Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,,2025-10-04,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/TEPA29/activities/TEPA29-MW-8%3A202509160718%3ASR%3ANone/results/1095473124/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68741.CHEM,2025-07-23,11:12:00,MST,AZDEQ_WPD-55-900477_67118,STORET-1085964533,,,,Perfluorohexanesulfonic acid,Total,17,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68741.CHEM/results/1085964533/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
TEPA29,Twenty-Nine Palms Tribal EPA,TEPA29-MW-11:202509160845:SR:None,2025-09-16,08:45:00,PST,TEPA29-MW-11,STORET-1095473211,none,Not Detected,,Perfluorohexanesulfonic acid,Total,,ng/L,,Final,,Actual,,,,,,,,,,Clear.24 degrees C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1,USEPA,Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,,2025-10-04,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/TEPA29/activities/TEPA29-MW-11%3A202509160845%3ASR%3ANone/results/1095473211/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68749.CHEM,2025-07-23,12:48:00,MST,AZDEQ_WPD-55-561744_58228,STORET-1085965116,,,,Perfluorohexanesulfonic acid,Total,2.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68749.CHEM/results/1085965116/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68765.CHEM,2025-07-17,10:15:00,MST,AZDEQ_WPD-55-929219_83109,STORET-1085962951,,Not Detected,,Perfluorohexanesulfonic acid,Total,,,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68765.CHEM/results/1085962951/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68763.CHEM,2025-07-17,12:45:00,MST,AZDEQ_WPD-55-921958_81639,STORET-1085962841,,Not Detected,,Perfluorohexanesulfonic acid,Total,,,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68763.CHEM/results/1085962841/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68738.CHEM,2025-08-04,02:42:00,MST,AZDEQ_WPD-55-596079_61479,STORET-1085964310,,,,Perfluorohexanesulfonic acid,Total,1.4,ng/L,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68738.CHEM/results/1085964310/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68761.CHEM,2025-08-26,11:38:00,MST,AZDEQ_WPD-55-909404_81701,STORET-1085962694,,,,Perfluorohexanesulfonic acid,Total,4.3,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68761.CHEM/results/1085962694/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
CSKTRIBE,Confederated Salish and Kootenai Tribes,CSKTRIBE-JCK-JNA2398:20250825100000:SR,2025-08-25,10:00:00,MST,CSKTRIBE-JCK-JNA2398,STORET-1094942122,,Not Detected at Reporting Limit,,Perfluorohexanesulfonic acid,,,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8327,USEPA,Per-and Polyfluoroalkyl Substances (PFAS) Using External Standard Calibration and Multiple Reaction Monitoring (MRM) Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,U.S. EPA. Region 8 Laboratory,2025-09-12,0001-01-01 16:18:00,MST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/CSKTRIBE/activities/CSKTRIBE-JCK-JNA2398%3A20250825100000%3ASR/results/1094942122/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 5:20250820:1103:SR:WB:,2025-08-20,11:03:00,CDT,MESKWAKI_DNR-Site 5,STORET-1097021380,,Not Detected,,Perfluorohexanesulfonic acid,"Filtered, lab",0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2025-09-16,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%205%3A20250820%3A1103%3ASR%3AWB%3A/results/1097021380/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68774.CHEM,2025-07-17,02:45:00,MST,AZDEQ_WPD-55-921759_81634,STORET-1085963643,,Not Detected,,Perfluorohexanesulfonic acid,Total,,,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68774.CHEM/results/1085963643/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68760.CHEM,2025-07-17,12:20:00,MST,AZDEQ_WPD-55-921234_81475,STORET-1085962618,,,,Perfluorohexanesulfonic acid,Total,1.4,ng/L,,Final,,Estimated,,,,,,,,,,| QA FLAGS: E4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68760.CHEM/results/1085962618/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
TEPA29,Twenty-Nine Palms Tribal EPA,TEPA29-MW-9:202509161015:SR:None,2025-09-16,10:15:00,PST,TEPA29-MW-9,STORET-1095473097,none,Not Detected,,Perfluorohexanesulfonic acid,Total,,ng/L,,Final,,Actual,,,,,,,,,,Clear.24 degrees C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1,USEPA,Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,,2025-10-04,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/TEPA29/activities/TEPA29-MW-9%3A202509161015%3ASR%3ANone/results/1095473097/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68739.CHEM,2025-08-04,01:49:00,MST,AZDEQ_WPD-55-087059_83267,STORET-1085964396,,,,Perfluorohexanesulfonic acid,Total,74,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68739.CHEM/results/1085964396/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB68742.CHEM,2025-08-04,03:15:00,MST,AZDEQ_WPD-55-900260_61601,STORET-1085964609,,,,Perfluorohexanesulfonic acid,Total,72,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB68742.CHEM/results/1085964609/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
