OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,_congener_key,_variant_used,_source_query
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB61815.CHEM,2024-09-17,11:15:00,MST,AZDEQ_WPD-55-922716_83056,STORET-1098782022,,Not Detected,,Perfluoroheptanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB61815.CHEM/results/1098782022/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S004-308.2406181119.000S,2024-06-18,11:19:00,CST,MNPCA-S004-308,STORET-1061514871,,,,Perfluoroheptanoic acid,Total,0.763,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-07-16,0001-01-01 19:02:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_GW,AZDEQ_GW,AZDEQ_GW-AB62639.CHEM,2024-01-17,01:00:00,MST,AZDEQ_GW-55-631974_66937,STORET-1101152849,,Not Detected,,Perfluoroheptanoic acid,Total,,,,Final,,Actual,,,,,,,,,,| QA FLAGS: T3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_GW,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_GW/activities/AZDEQ_GW-AB62639.CHEM/results/1101152849/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-815744.2406111030.000S,2024-06-11,10:30:00,CST,MNPCA_AGW-815744,STORET-1059824938,,,,Perfluoroheptanoic acid,Total,0.324,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-07-13,0001-01-01 10:56:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB62912.CHEM,2024-09-16,02:45:00,MST,AZDEQ_WPD-55-221990_79328,STORET-1067557973,,,,Perfluoroheptanoic acid,Total,7.98,ng/L,,Final,,Actual,,,,,,,,,,,,104.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB62912.CHEM/results/1067557973/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-707147.2407301220.000SR,2024-07-30,12:20:00,CST,MNPCA_AGW-707147,STORET-1059809141,,Below Method Detection Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-15,0001-01-01 13:07:00,CST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-707147.2407301220.000SR/results/1059809141/resdetectqntlmts,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-707149.2407171010.000S,2024-07-17,10:10:00,CST,MNPCA_AGW-707149,STORET-1059823437,,Below Method Detection Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-10,0001-01-01 15:00:00,CST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-707149.2407171010.000S/results/1059823437/resdetectqntlmts,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB61639.CHEM,2024-09-13,12:42:00,MST,AZDEQ_WPD-55-923807_82511,STORET-1100064340,,,,Perfluoroheptanoic acid,Total,2.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB61639.CHEM/results/1100064340/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
21FLCEN_WQX,"Fl  Dept. of Environmental Protection, Central District",21FLCEN_WQX-G4CE0144-12/18/24,2024-12-18,12:48:00,EST,21FLCEN_WQX-G4CE0144,STORET-1089564407,,,,Perfluoroheptanoic acid,Total,3.1,ng/L,,Final,,Actual,,,,,,,,,,**I**,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEP SOP LC-001,21FLCEN_WQX,DEP SOP LC-001,,,,E31780,2024-12-20,0001-01-01 16:40:00,EST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21FLCEN_WQX/activities/21FLCEN_WQX-G4CE0144-12%2F18%2F24/results/1089564407/resdetectqntlmts,,NELAC,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB61585.CHEM,2024-09-18,11:02:00,MST,AZDEQ_WPD-55-641471_80434,STORET-1098779807,,,,Perfluoroheptanoic acid,Total,1.8,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB61585.CHEM/results/1098779807/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB62995.CHEM,2024-09-20,10:15:00,MST,AZDEQ_WPD-55-919290_81222,STORET-1058904375,,Not Detected,,Perfluoroheptanoic acid,Total,,,,Final,,Estimated,,,,,,,,,,,,0.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB62995.CHEM/results/1058904375/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S000-155.2409100828.000SR,2024-09-10,08:28:00,CST,MNPCA-S000-155,STORET-1061563307,,,,Perfluoroheptanoic acid,Total,0.191,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-10-23,0001-01-01 01:37:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 7:20240722:2330:SR:WB:,2024-07-22,23:30:00,CDT,MESKWAKI_DNR-Site 7,STORET-1046550955,,Not Detected,,Perfluoroheptanoic acid,"Filtered, lab",<2.0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2023-05-13,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%207%3A20240722%3A2330%3ASR%3AWB%3A/results/1046550955/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-785097.2407011130.000S,2024-07-01,11:30:00,CST,MNPCA_AGW-785097,STORET-1059817375,,Below Method Detection Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-07,0001-01-01 15:07:00,CST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-785097.2407011130.000S/results/1059817375/resdetectqntlmts,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-332.2405141456.000S,2024-05-14,14:56:00,CST,MNPCA-S007-332,STORET-1061508501,,,,Perfluoroheptanoic acid,Total,0.78,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-06-18,0001-01-01 20:21:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S000-152.2408141255.000S,2024-08-14,12:55:00,CST,MNPCA-S000-152,STORET-1061569682,,,,Perfluoroheptanoic acid,Total,0.644,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-09-13,0001-01-01 14:14:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2582846,2024-04-16,,,21NMEX_WQX-48LHollomanDp,STORET-1067886397,,Present Below Quantification Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1,USEPA,Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS),,,,NMDOH/SLD,2024-04-25,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2582846/results/1067886397/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB63212.CHEM,2024-09-13,10:25:00,MST,AZDEQ_WPD-55-917658_80533,STORET-1059743993,,,,Perfluoroheptanoic acid,Total,.57,ng/L,,Final,,Actual,,,,,,,,,,,,110.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB63212.CHEM/results/1059743993/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-783301.2406070950.000S,2024-06-07,09:50:00,CST,MNPCA_AGW-783301,STORET-1059823095,,,,Perfluoroheptanoic acid,Total,0.231,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-07-04,0001-01-01 09:01:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-639319.2406031305.000S,2024-06-03,13:05:00,CST,MNPCA_AGW-639319,STORET-1059808842,,,,Perfluoroheptanoic acid,Total,0.878,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-07-06,0001-01-01 02:44:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-QC.2406030855.LD,2024-06-03,08:55:00,CST,MNPCA-S007-332,STORET-1061508261,,Below Method Detection Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-06-18,0001-01-01 20:50:00,CST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA/activities/MNPCA-QC.2406030855.LD/results/1061508261/resdetectqntlmts,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S006-749.2409300945.000S,2024-09-30,09:45:00,CST,MNPCA-S006-749,STORET-1061639329,,,,Perfluoroheptanoic acid,Total,1.19,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-10-30,0001-01-01 11:37:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-415.2409251200.000S,2024-09-25,12:00:00,CST,MNPCA-S007-415,STORET-1061635739,,Below Method Detection Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-10-16,0001-01-01 15:40:00,CST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA/activities/MNPCA-S007-415.2409251200.000S/results/1061635739/resdetectqntlmts,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S004-283.2406251559.000S,2024-06-25,15:59:00,CST,MNPCA-S004-283,STORET-1061512989,,,,Perfluoroheptanoic acid,Total,0.318,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-05,0001-01-01 22:26:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
21FLCEN_WQX,"Fl  Dept. of Environmental Protection, Central District",21FLCEN_WQX-G4CE0262-12/18/24,2024-12-18,12:13:00,EST,21FLCEN_WQX-G4CE0262,STORET-1089555528,,,,Perfluoroheptanoic acid,Total,2.5,ng/L,,Final,,Actual,,,,,,,,,,**I**,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEP SOP LC-001,21FLCEN_WQX,DEP SOP LC-001,,,,E31780,2024-12-20,0001-01-01 16:28:00,EST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21FLCEN_WQX/activities/21FLCEN_WQX-G4CE0262-12%2F18%2F24/results/1089555528/resdetectqntlmts,,NELAC,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-783317.2406181508.000S,2024-06-18,15:08:00,CST,MNPCA_AGW-783317,STORET-1059812869,,Below Method Detection Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-07-16,0001-01-01 23:24:00,CST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-783317.2406181508.000S/results/1059812869/resdetectqntlmts,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S016-671.2405141357.000S,2024-05-14,13:57:00,CST,MNPCA-S016-671,STORET-1061501562,,,,Perfluoroheptanoic acid,Total,0.417,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-06-18,0001-01-01 17:56:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB63006.CHEM,2024-09-16,10:30:00,MST,AZDEQ_WPD-55-906702_68501,STORET-1058904854,,,,Perfluoroheptanoic acid,Total,.258,ng/L,,Final,,Actual,,,,,,,,,,| QA FLAGS: E4.,,190.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB63006.CHEM/results/1058904854/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-689998.2407181020.000S,2024-07-18,10:20:00,CST,MNPCA_AGW-689998,STORET-1059813227,,,,Perfluoroheptanoic acid,Total,0.259,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-10,0001-01-01 16:56:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-705518.2407081230.000S,2024-07-08,12:30:00,CST,MNPCA_AGW-705518,STORET-1059817851,,Below Method Detection Limit,,Perfluoroheptanoic acid,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-10,0001-01-01 00:13:00,CST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-705518.2407081230.000S/results/1059817851/resdetectqntlmts,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB63513.CHEM,2024-09-26,12:25:00,MST,AZDEQ_WPD-55-902165_65187,STORET-1060111115,,,,Perfluoroheptanoic acid,Total,4.72,ng/L,,Final,,Actual,,,,,,,,,,,,140.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB63513.CHEM/results/1060111115/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_GW,AZDEQ_GW,AZDEQ_GW-AB62631.CHEM,2024-01-30,11:15:00,MST,AZDEQ_GW-55-561590_83155,STORET-1101149766,,Not Detected,,Perfluoroheptanoic acid,Total,,,,Final,,Actual,,,,,,,,,,| QA FLAGS: T3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_GW,EPA 1633,,,,Eurofins TestAmerica - Sacramento,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_GW/activities/AZDEQ_GW-AB62631.CHEM/results/1101149766/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 2:20240417:1037:SR:WB:,2024-04-17,10:37:00,CDT,MESKWAKI_DNR-Site 2,STORET-1046549710,,Present Below Quantification Limit,,Perfluoroheptanoic acid,"Filtered, lab",<2.0,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,USEPA,PFAS in Drinking Water by Isotope Dilution Anion Exchange SPE and LC/MS/MS,,,,,2024-04-17,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MESKWAKI_DNR/activities/MESKWAKI_DNR-Site%202%3A20240417%3A1037%3ASR%3AWB%3A/results/1046549710/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-792440.2407311710.000S,2024-07-31,17:10:00,CST,MNPCA_AGW-792440,STORET-1059827553,,,,Perfluoroheptanoic acid,Total,2.53,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-15,0001-01-01 20:39:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-437602.2408061350.000S,2024-08-06,13:50:00,CST,MNPCA_AGW-437602,STORET-1059818556,,,,Perfluoroheptanoic acid,Total,0.755,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-26,0001-01-01 10:04:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-789993.2407231205.000S,2024-07-23,12:05:00,CST,MNPCA_AGW-789993,STORET-1059816529,,,,Perfluoroheptanoic acid,Total,0.331,ng/L,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH 1633 MOD,MNPCA_AGW,"Analysis of PFAS in Aqueous, Solid, Biosolids, and Tissue Samples by LC-MS/MS by EPA 1633 modified",,,,MN00006,2024-08-12,0001-01-01 12:58:00,CST,,,,,,,N,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
AZDEQ_WPD,AZDEQ_WPD,AZDEQ_WPD-AB63003.CHEM,2024-09-16,09:00:00,MST,AZDEQ_WPD-55-231765_81994,STORET-1058904722,,,,Perfluoroheptanoic acid,Total,.982,ng/L,,Final,,Actual,,,,,,,,,,| QA FLAGS: E4.,,159.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,EPA 1633,AZDEQ_WPD,EPA 1633,,,,PACE ANALYTICAL CENTER FOR TESTING AND INNOVATION,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_WPD/activities/AZDEQ_WPD-AB63003.CHEM/results/1058904722/resdetectqntlmts,,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
