station_id,latitude,longitude,upstream_pfas_facility_count,nearest_pfas_facility_km,watershed_area_km2,pct_urban,mean_annual_flow_m3s,stream_order,month,water_pfas_ng_l
seg_0920_m0,34.42826536458517,-83.13373735336208,0,156.40315151119583,829.4692720579355,13.5,42.2,3,1,15.6
seg_0920_m3,34.42826536458517,-83.13373735336208,0,156.40315151119583,829.4692720579355,13.5,42.2,3,4,15.6
seg_0920_m6,34.42826536458517,-83.13373735336208,0,156.40315151119583,829.4692720579355,13.5,42.2,3,7,16.5
seg_0920_m9,34.42826536458517,-83.13373735336208,0,156.40315151119583,829.4692720579355,13.5,42.2,3,10,17.4
seg_0921,33.06809427995364,-89.96073827266261,0,230.1948650506754,835.0132332896426,17.5,51.5,3,8,15.9
seg_0921_m0,33.06809427995364,-89.96073827266261,0,230.1948650506754,835.0132332896426,17.5,51.5,3,1,15.4
seg_0921_m3,33.06809427995364,-89.96073827266261,0,230.1948650506754,835.0132332896426,17.5,51.5,3,4,15.4
seg_0921_m6,33.06809427995364,-89.96073827266261,0,230.1948650506754,835.0132332896426,17.5,51.5,3,7,16.7
seg_0921_m9,33.06809427995364,-89.96073827266261,0,230.1948650506754,835.0132332896426,17.5,51.5,3,10,17.6
seg_0922,32.65559504071615,-86.69349284503495,0,213.15248891157503,524.4016251294852,12.4,27.2,5,6,31.3
seg_0922_m0,32.65559504071615,-86.69349284503495,0,213.15248891157503,524.4016251294852,12.4,27.2,5,1,31.6
seg_0922_m3,32.65559504071615,-86.69349284503495,0,213.15248891157503,524.4016251294852,12.4,27.2,5,4,31.5
seg_0922_m6,32.65559504071615,-86.69349284503495,0,213.15248891157503,524.4016251294852,12.4,27.2,5,7,32.8
seg_0922_m9,32.65559504071615,-86.69349284503495,0,213.15248891157503,524.4016251294852,12.4,27.2,5,10,35.2
seg_0923,34.98062376330229,-89.01338366902858,0,116.41641700600707,1200.691863624355,18.5,72.0,3,9,25.9
seg_0923_m0,34.98062376330229,-89.01338366902858,0,116.41641700600707,1200.691863624355,18.5,72.0,3,1,25.6
seg_0923_m3,34.98062376330229,-89.01338366902858,0,116.41641700600707,1200.691863624355,18.5,72.0,3,4,25.7
seg_0923_m6,34.98062376330229,-89.01338366902858,0,116.41641700600707,1200.691863624355,18.5,72.0,3,7,27.3
seg_0923_m9,34.98062376330229,-89.01338366902858,0,116.41641700600707,1200.691863624355,18.5,72.0,3,10,28.6
seg_0924,30.280715776848023,-81.14226781709692,0,199.80479885432345,509.88193090697087,15.7,26.5,5,7,29.6
seg_0924_m0,30.280715776848023,-81.14226781709692,0,199.80479885432345,509.88193090697087,15.7,26.5,5,1,30.1
seg_0924_m3,30.280715776848023,-81.14226781709692,0,199.80479885432345,509.88193090697087,15.7,26.5,5,4,29.5
seg_0924_m6,30.280715776848023,-81.14226781709692,0,199.80479885432345,509.88193090697087,15.7,26.5,5,7,31.9
seg_0924_m9,30.280715776848023,-81.14226781709692,0,199.80479885432345,509.88193090697087,15.7,26.5,5,10,33.2
seg_0925,33.08433764444337,-80.47414099039,0,130.77177645499359,731.2053926522589,10.2,40.5,5,7,14.0
seg_0925_m0,33.08433764444337,-80.47414099039,0,130.77177645499359,731.2053926522589,10.2,40.5,5,1,14.0
seg_0925_m3,33.08433764444337,-80.47414099039,0,130.77177645499359,731.2053926522589,10.2,40.5,5,4,14.0
seg_0925_m6,33.08433764444337,-80.47414099039,0,130.77177645499359,731.2053926522589,10.2,40.5,5,7,15.1
seg_0925_m9,33.08433764444337,-80.47414099039,0,130.77177645499359,731.2053926522589,10.2,40.5,5,10,15.9
seg_0926,33.9142152396517,-89.18052368054032,0,166.81558282907875,1136.2449927707032,12.3,65.1,2,12,31.5
seg_0926_m0,33.9142152396517,-89.18052368054032,0,166.81558282907875,1136.2449927707032,12.3,65.1,2,1,30.7
seg_0926_m3,33.9142152396517,-89.18052368054032,0,166.81558282907875,1136.2449927707032,12.3,65.1,2,4,30.6
seg_0926_m6,33.9142152396517,-89.18052368054032,0,166.81558282907875,1136.2449927707032,12.3,65.1,2,7,33.1
seg_0926_m9,33.9142152396517,-89.18052368054032,0,166.81558282907875,1136.2449927707032,12.3,65.1,2,10,34.2
seg_0927,33.63175494251742,-84.31740552017766,1,32.73743933983263,914.1988967060707,57.2,54.8,3,7,19.5
seg_0927_m0,33.63175494251742,-84.31740552017766,1,32.73743933983263,914.1988967060707,57.2,54.8,3,1,18.9
seg_0927_m3,33.63175494251742,-84.31740552017766,1,32.73743933983263,914.1988967060707,57.2,54.8,3,4,19.1
seg_0927_m6,33.63175494251742,-84.31740552017766,1,32.73743933983263,914.1988967060707,57.2,54.8,3,7,19.9
seg_0927_m9,33.63175494251742,-84.31740552017766,1,32.73743933983263,914.1988967060707,57.2,54.8,3,10,21.1
seg_0928,33.94506980346563,-78.9076675053733,0,111.79984752696554,819.5814484922596,15.3,43.0,4,12,27.2
seg_0928_m0,33.94506980346563,-78.9076675053733,0,111.79984752696554,819.5814484922596,15.3,43.0,4,1,26.1
seg_0928_m3,33.94506980346563,-78.9076675053733,0,111.79984752696554,819.5814484922596,15.3,43.0,4,4,25.7
seg_0928_m6,33.94506980346563,-78.9076675053733,0,111.79984752696554,819.5814484922596,15.3,43.0,4,7,27.5
seg_0928_m9,33.94506980346563,-78.9076675053733,0,111.79984752696554,819.5814484922596,15.3,43.0,4,10,29.2
seg_0929,30.254223324073322,-87.98559688619756,0,235.0806182798238,484.81718816523903,11.6,23.3,3,2,31.0
seg_0929_m0,30.254223324073322,-87.98559688619756,0,235.0806182798238,484.81718816523903,11.6,23.3,3,1,29.6
seg_0929_m3,30.254223324073322,-87.98559688619756,0,235.0806182798238,484.81718816523903,11.6,23.3,3,4,29.8
seg_0929_m6,30.254223324073322,-87.98559688619756,0,235.0806182798238,484.81718816523903,11.6,23.3,3,7,32.2
seg_0929_m9,30.254223324073322,-87.98559688619756,0,235.0806182798238,484.81718816523903,11.6,23.3,3,10,33.9
seg_0930,30.424218216270184,-80.24744124038943,0,206.21871983044488,1033.8993909214325,17.7,65.3,1,9,24.6
seg_0930_m0,30.424218216270184,-80.24744124038943,0,206.21871983044488,1033.8993909214325,17.7,65.3,1,1,23.9
seg_0930_m3,30.424218216270184,-80.24744124038943,0,206.21871983044488,1033.8993909214325,17.7,65.3,1,4,24.4
seg_0930_m6,30.424218216270184,-80.24744124038943,0,206.21871983044488,1033.8993909214325,17.7,65.3,1,7,25.2
seg_0930_m9,30.424218216270184,-80.24744124038943,0,206.21871983044488,1033.8993909214325,17.7,65.3,1,10,26.6
seg_0931,32.489314516357844,-78.08366214789493,0,285.7472893483066,1032.1834936021485,11.1,63.0,3,3,15.0
seg_0931_m0,32.489314516357844,-78.08366214789493,0,285.7472893483066,1032.1834936021485,11.1,63.0,3,1,15.1
seg_0931_m3,32.489314516357844,-78.08366214789493,0,285.7472893483066,1032.1834936021485,11.1,63.0,3,4,15.4
seg_0931_m6,32.489314516357844,-78.08366214789493,0,285.7472893483066,1032.1834936021485,11.1,63.0,3,7,16.0
seg_0931_m9,32.489314516357844,-78.08366214789493,0,285.7472893483066,1032.1834936021485,11.1,63.0,3,10,16.9
seg_0932,32.16971676079898,-87.31306571147745,0,268.533570960121,387.99197232596305,13.4,16.8,3,9,27.1
seg_0932_m0,32.16971676079898,-87.31306571147745,0,268.533570960121,387.99197232596305,13.4,16.8,3,1,27.0
seg_0932_m3,32.16971676079898,-87.31306571147745,0,268.533570960121,387.99197232596305,13.4,16.8,3,4,26.6
seg_0932_m6,32.16971676079898,-87.31306571147745,0,268.533570960121,387.99197232596305,13.4,16.8,3,7,28.8
seg_0932_m9,32.16971676079898,-87.31306571147745,0,268.533570960121,387.99197232596305,13.4,16.8,3,10,30.5
seg_0933,32.75238481679857,-80.30205833294313,0,114.97764563589918,274.76922768627526,18.7,7.2,5,4,24.6
seg_0933_m0,32.75238481679857,-80.30205833294313,0,114.97764563589918,274.76922768627526,18.7,7.2,5,1,24.2
seg_0933_m3,32.75238481679857,-80.30205833294313,0,114.97764563589918,274.76922768627526,18.7,7.2,5,4,24.2
seg_0933_m6,32.75238481679857,-80.30205833294313,0,114.97764563589918,274.76922768627526,18.7,7.2,5,7,25.7
seg_0933_m9,32.75238481679857,-80.30205833294313,0,114.97764563589918,274.76922768627526,18.7,7.2,5,10,27.5
seg_0934,31.20499357555935,-83.02919116114867,0,236.14838741522118,1222.1979440582888,10.0,69.2,5,9,33.1
seg_0934_m0,31.20499357555935,-83.02919116114867,0,236.14838741522118,1222.1979440582888,10.0,69.2,5,1,31.4
seg_0934_m3,31.20499357555935,-83.02919116114867,0,236.14838741522118,1222.1979440582888,10.0,69.2,5,4,31.2
seg_0934_m6,31.20499357555935,-83.02919116114867,0,236.14838741522118,1222.1979440582888,10.0,69.2,5,7,33.1
seg_0934_m9,31.20499357555935,-83.02919116114867,0,236.14838741522118,1222.1979440582888,10.0,69.2,5,10,35.2
seg_0935,30.72577869010599,-82.52924321297066,0,219.35735585054084,1315.8034294759925,15.2,76.1,3,7,14.2
seg_0935_m0,30.72577869010599,-82.52924321297066,0,219.35735585054084,1315.8034294759925,15.2,76.1,3,1,13.3
seg_0935_m3,30.72577869010599,-82.52924321297066,0,219.35735585054084,1315.8034294759925,15.2,76.1,3,4,13.2
seg_0935_m6,30.72577869010599,-82.52924321297066,0,219.35735585054084,1315.8034294759925,15.2,76.1,3,7,14.3
seg_0935_m9,30.72577869010599,-82.52924321297066,0,219.35735585054084,1315.8034294759925,15.2,76.1,3,10,15.3
seg_0936,32.4846873394955,-82.07048784262275,0,117.73998979246223,915.453807394449,12.2,57.6,2,2,30.1
seg_0936_m0,32.4846873394955,-82.07048784262275,0,117.73998979246223,915.453807394449,12.2,57.6,2,1,29.7
seg_0936_m3,32.4846873394955,-82.07048784262275,0,117.73998979246223,915.453807394449,12.2,57.6,2,4,29.3
seg_0936_m6,32.4846873394955,-82.07048784262275,0,117.73998979246223,915.453807394449,12.2,57.6,2,7,31.0
seg_0936_m9,32.4846873394955,-82.07048784262275,0,117.73998979246223,915.453807394449,12.2,57.6,2,10,32.9
seg_0937,31.984386608107798,-83.89943292803918,0,220.93705637968966,723.0391825324388,10.4,42.9,1,7,31.6
seg_0937_m0,31.984386608107798,-83.89943292803918,0,220.93705637968966,723.0391825324388,10.4,42.9,1,1,31.0
seg_0937_m3,31.984386608107798,-83.89943292803918,0,220.93705637968966,723.0391825324388,10.4,42.9,1,4,30.1
seg_0937_m6,31.984386608107798,-83.89943292803918,0,220.93705637968966,723.0391825324388,10.4,42.9,1,7,32.1
seg_0937_m9,31.984386608107798,-83.89943292803918,0,220.93705637968966,723.0391825324388,10.4,42.9,1,10,34.0
seg_0938,31.90735638562152,-78.80727672096877,0,254.10592143745237,926.7582157391272,16.7,57.4,3,3,21.4
seg_0938_m0,31.90735638562152,-78.80727672096877,0,254.10592143745237,926.7582157391272,16.7,57.4,3,1,21.6
seg_0938_m3,31.90735638562152,-78.80727672096877,0,254.10592143745237,926.7582157391272,16.7,57.4,3,4,21.7
seg_0938_m6,31.90735638562152,-78.80727672096877,0,254.10592143745237,926.7582157391272,16.7,57.4,3,7,22.7
seg_0938_m9,31.90735638562152,-78.80727672096877,0,254.10592143745237,926.7582157391272,16.7,57.4,3,10,24.3
seg_0939,32.555598621280275,-82.0494709844909,0,118.86740242937952,1280.4245475559674,15.0,76.9,3,11,16.5
seg_0939_m0,32.555598621280275,-82.0494709844909,0,118.86740242937952,1280.4245475559674,15.0,76.9,3,1,16.0
seg_0939_m3,32.555598621280275,-82.0494709844909,0,118.86740242937952,1280.4245475559674,15.0,76.9,3,4,16.3
seg_0939_m6,32.555598621280275,-82.0494709844909,0,118.86740242937952,1280.4245475559674,15.0,76.9,3,7,17.2
seg_0939_m9,32.555598621280275,-82.0494709844909,0,118.86740242937952,1280.4245475559674,15.0,76.9,3,10,18.2
seg_0940,33.953332945124224,-83.5294564491147,0,101.24355947241474,696.4163386718109,34.0,42.1,5,6,20.5
seg_0940_m0,33.953332945124224,-83.5294564491147,0,101.24355947241474,696.4163386718109,34.0,42.1,5,1,19.6
seg_0940_m3,33.953332945124224,-83.5294564491147,0,101.24355947241474,696.4163386718109,34.0,42.1,5,4,19.3
seg_0940_m6,33.953332945124224,-83.5294564491147,0,101.24355947241474,696.4163386718109,34.0,42.1,5,7,20.6
seg_0940_m9,33.953332945124224,-83.5294564491147,0,101.24355947241474,696.4163386718109,34.0,42.1,5,10,21.9
seg_0941,31.92831316907885,-88.84354474896048,0,259.89674841267794,1291.7581443730176,12.1,73.3,3,4,31.9
seg_0941_m0,31.92831316907885,-88.84354474896048,0,259.89674841267794,1291.7581443730176,12.1,73.3,3,1,30.8
seg_0941_m3,31.92831316907885,-88.84354474896048,0,259.89674841267794,1291.7581443730176,12.1,73.3,3,4,30.5
seg_0941_m6,31.92831316907885,-88.84354474896048,0,259.89674841267794,1291.7581443730176,12.1,73.3,3,7,32.3
seg_0941_m9,31.92831316907885,-88.84354474896048,0,259.89674841267794,1291.7581443730176,12.1,73.3,3,10,34.9
seg_0942,33.529087099976046,-84.82967519323337,0,59.71584759545472,461.30095377859004,46.0,18.0,3,8,12.6
seg_0942_m0,33.529087099976046,-84.82967519323337,0,59.71584759545472,461.30095377859004,46.0,18.0,3,1,12.3
seg_0942_m3,33.529087099976046,-84.82967519323337,0,59.71584759545472,461.30095377859004,46.0,18.0,3,4,12.0
seg_0942_m6,33.529087099976046,-84.82967519323337,0,59.71584759545472,461.30095377859004,46.0,18.0,3,7,12.9
seg_0942_m9,33.529087099976046,-84.82967519323337,0,59.71584759545472,461.30095377859004,46.0,18.0,3,10,13.6
seg_0943,34.06946723019581,-89.23904942339767,0,149.07433269311434,386.4216246879606,13.1,20.3,3,10,16.8
seg_0943_m0,34.06946723019581,-89.23904942339767,0,149.07433269311434,386.4216246879606,13.1,20.3,3,1,16.5
seg_0943_m3,34.06946723019581,-89.23904942339767,0,149.07433269311434,386.4216246879606,13.1,20.3,3,4,16.6
seg_0943_m6,34.06946723019581,-89.23904942339767,0,149.07433269311434,386.4216246879606,13.1,20.3,3,7,17.5
seg_0943_m9,34.06946723019581,-89.23904942339767,0,149.07433269311434,386.4216246879606,13.1,20.3,3,10,18.7
seg_0944,33.60586706134971,-80.66340861982827,0,175.86584757517926,369.64612518463946,14.1,17.1,2,5,25.2
seg_0944_m0,33.60586706134971,-80.66340861982827,0,175.86584757517926,369.64612518463946,14.1,17.1,2,1,25.8
seg_0944_m3,33.60586706134971,-80.66340861982827,0,175.86584757517926,369.64612518463946,14.1,17.1,2,4,25.6
seg_0944_m6,33.60586706134971,-80.66340861982827,0,175.86584757517926,369.64612518463946,14.1,17.1,2,7,27.3
seg_0944_m9,33.60586706134971,-80.66340861982827,0,175.86584757517926,369.64612518463946,14.1,17.1,2,10,28.2
seg_0945,31.45573737206517,-89.63001333541837,0,175.5045771189334,351.6415487630532,15.2,16.1,5,5,17.7
seg_0945_m0,31.45573737206517,-89.63001333541837,0,175.5045771189334,351.6415487630532,15.2,16.1,5,1,17.5
seg_0945_m3,31.45573737206517,-89.63001333541837,0,175.5045771189334,351.6415487630532,15.2,16.1,5,4,17.3
seg_0945_m6,31.45573737206517,-89.63001333541837,0,175.5045771189334,351.6415487630532,15.2,16.1,5,7,18.5
seg_0945_m9,31.45573737206517,-89.63001333541837,0,175.5045771189334,351.6415487630532,15.2,16.1,5,10,19.3
seg_0946,33.07164340685617,-83.06596503704631,0,178.09003845402586,759.4644074180169,21.3,44.5,5,2,20.3
seg_0946_m0,33.07164340685617,-83.06596503704631,0,178.09003845402586,759.4644074180169,21.3,44.5,5,1,19.3
seg_0946_m3,33.07164340685617,-83.06596503704631,0,178.09003845402586,759.4644074180169,21.3,44.5,5,4,19.5
seg_0946_m6,33.07164340685617,-83.06596503704631,0,178.09003845402586,759.4644074180169,21.3,44.5,5,7,20.6
seg_0946_m9,33.07164340685617,-83.06596503704631,0,178.09003845402586,759.4644074180169,21.3,44.5,5,10,21.9
seg_0947,32.97203833596269,-86.18082610994942,0,195.37158029266627,762.9338944340587,15.8,37.8,5,5,13.6
seg_0947_m0,32.97203833596269,-86.18082610994942,0,195.37158029266627,762.9338944340587,15.8,37.8,5,1,13.6
seg_0947_m3,32.97203833596269,-86.18082610994942,0,195.37158029266627,762.9338944340587,15.8,37.8,5,4,13.5
seg_0947_m6,32.97203833596269,-86.18082610994942,0,195.37158029266627,762.9338944340587,15.8,37.8,5,7,14.2
seg_0947_m9,32.97203833596269,-86.18082610994942,0,195.37158029266627,762.9338944340587,15.8,37.8,5,10,15.2
seg_0948,33.98244150343785,-78.06751143226765,0,137.42983612261247,250.38519686014587,11.7,5.7,3,3,31.8
seg_0948_m0,33.98244150343785,-78.06751143226765,0,137.42983612261247,250.38519686014587,11.7,5.7,3,1,30.2
seg_0948_m3,33.98244150343785,-78.06751143226765,0,137.42983612261247,250.38519686014587,11.7,5.7,3,4,30.3
seg_0948_m6,33.98244150343785,-78.06751143226765,0,137.42983612261247,250.38519686014587,11.7,5.7,3,7,32.3
seg_0948_m9,33.98244150343785,-78.06751143226765,0,137.42983612261247,250.38519686014587,11.7,5.7,3,10,34.3
seg_0949,31.164688185640134,-80.15822854653038,0,144.98120259100182,524.7004031061529,11.4,23.8,1,6,17.5
seg_0949_m0,31.164688185640134,-80.15822854653038,0,144.98120259100182,524.7004031061529,11.4,23.8,1,1,17.2
seg_0949_m3,31.164688185640134,-80.15822854653038,0,144.98120259100182,524.7004031061529,11.4,23.8,1,4,17.1
seg_0949_m6,31.164688185640134,-80.15822854653038,0,144.98120259100182,524.7004031061529,11.4,23.8,1,7,18.1
seg_0949_m9,31.164688185640134,-80.15822854653038,0,144.98120259100182,524.7004031061529,11.4,23.8,1,10,19.3
seg_0950,31.909842691597774,-82.31876360003827,0,137.69430294778618,1108.733219152031,18.8,67.5,3,6,32.5
seg_0950_m0,31.909842691597774,-82.31876360003827,0,137.69430294778618,1108.733219152031,18.8,67.5,3,1,31.6
seg_0950_m3,31.909842691597774,-82.31876360003827,0,137.69430294778618,1108.733219152031,18.8,67.5,3,4,31.5
seg_0950_m6,31.909842691597774,-82.31876360003827,0,137.69430294778618,1108.733219152031,18.8,67.5,3,7,33.5
seg_0950_m9,31.909842691597774,-82.31876360003827,0,137.69430294778618,1108.733219152031,18.8,67.5,3,10,35.5
seg_0951,33.85065525307651,-80.57354730643881,0,204.73237348743243,1392.1822862182014,10.9,82.0,5,2,25.2
seg_0951_m0,33.85065525307651,-80.57354730643881,0,204.73237348743243,1392.1822862182014,10.9,82.0,5,1,25.4
seg_0951_m3,33.85065525307651,-80.57354730643881,0,204.73237348743243,1392.1822862182014,10.9,82.0,5,4,25.7
seg_0951_m6,33.85065525307651,-80.57354730643881,0,204.73237348743243,1392.1822862182014,10.9,82.0,5,7,27.3
seg_0951_m9,33.85065525307651,-80.57354730643881,0,204.73237348743243,1392.1822862182014,10.9,82.0,5,10,28.5
seg_0952,32.24558925994597,-88.49982234703296,0,309.7982523894416,870.8190197982174,17.8,52.4,4,8,30.0
seg_0952_m0,32.24558925994597,-88.49982234703296,0,309.7982523894416,870.8190197982174,17.8,52.4,4,1,29.7
seg_0952_m3,32.24558925994597,-88.49982234703296,0,309.7982523894416,870.8190197982174,17.8,52.4,4,4,29.3
seg_0952_m6,32.24558925994597,-88.49982234703296,0,309.7982523894416,870.8190197982174,17.8,52.4,4,7,31.5
seg_0952_m9,32.24558925994597,-88.49982234703296,0,309.7982523894416,870.8190197982174,17.8,52.4,4,10,33.0
seg_0953,34.19649182825482,-85.81412393977179,0,131.32454489620238,1389.7846954763427,16.5,84.9,5,8,16.8
seg_0953_m0,34.19649182825482,-85.81412393977179,0,131.32454489620238,1389.7846954763427,16.5,84.9,5,1,15.9
seg_0953_m3,34.19649182825482,-85.81412393977179,0,131.32454489620238,1389.7846954763427,16.5,84.9,5,4,16.3
seg_0953_m6,34.19649182825482,-85.81412393977179,0,131.32454489620238,1389.7846954763427,16.5,84.9,5,7,17.3
seg_0953_m9,34.19649182825482,-85.81412393977179,0,131.32454489620238,1389.7846954763427,16.5,84.9,5,10,17.9
seg_0954,31.130487492860205,-87.00151401349778,0,366.3729237732012,1141.102463816628,13.4,64.1,5,10,14.9
seg_0954_m0,31.130487492860205,-87.00151401349778,0,366.3729237732012,1141.102463816628,13.4,64.1,5,1,14.7
seg_0954_m3,31.130487492860205,-87.00151401349778,0,366.3729237732012,1141.102463816628,13.4,64.1,5,4,14.6
seg_0954_m6,31.130487492860205,-87.00151401349778,0,366.3729237732012,1141.102463816628,13.4,64.1,5,7,15.2
seg_0954_m9,31.130487492860205,-87.00151401349778,0,366.3729237732012,1141.102463816628,13.4,64.1,5,10,16.1
seg_0955,32.802863397430755,-84.96812268748222,0,135.15690633607693,738.1972376377518,29.3,41.2,4,5,17.3
seg_0955_m0,32.802863397430755,-84.96812268748222,0,135.15690633607693,738.1972376377518,29.3,41.2,4,1,17.0
seg_0955_m3,32.802863397430755,-84.96812268748222,0,135.15690633607693,738.1972376377518,29.3,41.2,4,4,16.9
seg_0955_m6,32.802863397430755,-84.96812268748222,0,135.15690633607693,738.1972376377518,29.3,41.2,4,7,17.9
seg_0955_m9,32.802863397430755,-84.96812268748222,0,135.15690633607693,738.1972376377518,29.3,41.2,4,10,19.2
seg_0956,32.20980168578128,-81.8169566896987,0,81.96840874680869,977.7583800883283,15.2,56.0,5,1,27.7
seg_0956_m0,32.20980168578128,-81.8169566896987,0,81.96840874680869,977.7583800883283,15.2,56.0,5,1,27.5
seg_0956_m3,32.20980168578128,-81.8169566896987,0,81.96840874680869,977.7583800883283,15.2,56.0,5,4,27.5
seg_0956_m6,32.20980168578128,-81.8169566896987,0,81.96840874680869,977.7583800883283,15.2,56.0,5,7,29.0
seg_0956_m9,32.20980168578128,-81.8169566896987,0,81.96840874680869,977.7583800883283,15.2,56.0,5,10,30.7
seg_0957,30.499632889904355,-87.21767777848709,0,323.73350231790397,1341.067637460441,13.2,79.1,4,4,24.2
seg_0957_m0,30.499632889904355,-87.21767777848709,0,323.73350231790397,1341.067637460441,13.2,79.1,4,1,23.4
seg_0957_m3,30.499632889904355,-87.21767777848709,0,323.73350231790397,1341.067637460441,13.2,79.1,4,4,23.4
seg_0957_m6,30.499632889904355,-87.21767777848709,0,323.73350231790397,1341.067637460441,13.2,79.1,4,7,24.6
seg_0957_m9,30.499632889904355,-87.21767777848709,0,323.73350231790397,1341.067637460441,13.2,79.1,4,10,26.4
seg_0958,33.21259489793851,-86.82514445750529,0,150.1043566531194,731.2865645372732,18.4,40.3,2,8,26.3
seg_0958_m0,33.21259489793851,-86.82514445750529,0,150.1043566531194,731.2865645372732,18.4,40.3,2,1,25.5
seg_0958_m3,33.21259489793851,-86.82514445750529,0,150.1043566531194,731.2865645372732,18.4,40.3,2,4,25.3
seg_0958_m6,33.21259489793851,-86.82514445750529,0,150.1043566531194,731.2865645372732,18.4,40.3,2,7,26.6
seg_0958_m9,33.21259489793851,-86.82514445750529,0,150.1043566531194,731.2865645372732,18.4,40.3,2,10,28.7
seg_0959,33.77761196108732,-89.82891427192948,0,153.2033270346529,1121.5987155173882,18.6,64.5,5,2,13.6
seg_0959_m0,33.77761196108732,-89.82891427192948,0,153.2033270346529,1121.5987155173882,18.6,64.5,5,1,13.2
seg_0959_m3,33.77761196108732,-89.82891427192948,0,153.2033270346529,1121.5987155173882,18.6,64.5,5,4,13.2
seg_0959_m6,33.77761196108732,-89.82891427192948,0,153.2033270346529,1121.5987155173882,18.6,64.5,5,7,13.9
seg_0959_m9,33.77761196108732,-89.82891427192948,0,153.2033270346529,1121.5987155173882,18.6,64.5,5,10,14.7
seg_0960,32.715170732385026,-81.23144365787259,0,72.23091355770352,733.5484994092839,19.8,42.7,1,8,33.3
seg_0960_m0,32.715170732385026,-81.23144365787259,0,72.23091355770352,733.5484994092839,19.8,42.7,1,1,32.2
seg_0960_m3,32.715170732385026,-81.23144365787259,0,72.23091355770352,733.5484994092839,19.8,42.7,1,4,32.3
seg_0960_m6,32.715170732385026,-81.23144365787259,0,72.23091355770352,733.5484994092839,19.8,42.7,1,7,34.2
seg_0960_m9,32.715170732385026,-81.23144365787259,0,72.23091355770352,733.5484994092839,19.8,42.7,1,10,36.4
seg_0961,31.743154519138873,-84.8227449415898,0,243.15020924844362,1210.9758852005386,15.9,73.6,2,7,12.4
seg_0961_m0,31.743154519138873,-84.8227449415898,0,243.15020924844362,1210.9758852005386,15.9,73.6,2,1,12.2
seg_0961_m3,31.743154519138873,-84.8227449415898,0,243.15020924844362,1210.9758852005386,15.9,73.6,2,4,12.2
seg_0961_m6,31.743154519138873,-84.8227449415898,0,243.15020924844362,1210.9758852005386,15.9,73.6,2,7,13.0
seg_0961_m9,31.743154519138873,-84.8227449415898,0,243.15020924844362,1210.9758852005386,15.9,73.6,2,10,13.6
seg_0962,31.258927680850586,-81.27120332251152,0,93.3320843542278,465.96954420104987,19.8,22.5,1,5,22.2
seg_0962_m0,31.258927680850586,-81.27120332251152,0,93.3320843542278,465.96954420104987,19.8,22.5,1,1,22.4
seg_0962_m3,31.258927680850586,-81.27120332251152,0,93.3320843542278,465.96954420104987,19.8,22.5,1,4,22.4
seg_0962_m6,31.258927680850586,-81.27120332251152,0,93.3320843542278,465.96954420104987,19.8,22.5,1,7,23.7
seg_0962_m9,31.258927680850586,-81.27120332251152,0,93.3320843542278,465.96954420104987,19.8,22.5,1,10,25.2
seg_0963,33.51922045326063,-87.36167692921586,0,124.64828006530539,1276.676804869412,15.8,79.0,1,5,27.4
seg_0963_m0,33.51922045326063,-87.36167692921586,0,124.64828006530539,1276.676804869412,15.8,79.0,1,1,26.2
seg_0963_m3,33.51922045326063,-87.36167692921586,0,124.64828006530539,1276.676804869412,15.8,79.0,1,4,26.1
seg_0963_m6,33.51922045326063,-87.36167692921586,0,124.64828006530539,1276.676804869412,15.8,79.0,1,7,28.3
seg_0963_m9,33.51922045326063,-87.36167692921586,0,124.64828006530539,1276.676804869412,15.8,79.0,1,10,29.5
seg_0964,30.071324351980387,-89.66552483678663,1,48.26084780339189,847.1436064438855,43.7,50.0,4,1,17.2
seg_0964_m0,30.071324351980387,-89.66552483678663,1,48.26084780339189,847.1436064438855,43.7,50.0,4,1,16.7
seg_0964_m3,30.071324351980387,-89.66552483678663,1,48.26084780339189,847.1436064438855,43.7,50.0,4,4,17.1
seg_0964_m6,30.071324351980387,-89.66552483678663,1,48.26084780339189,847.1436064438855,43.7,50.0,4,7,17.7
seg_0964_m9,30.071324351980387,-89.66552483678663,1,48.26084780339189,847.1436064438855,43.7,50.0,4,10,18.9
seg_0965,34.983387136308274,-86.65747066764386,0,56.49883544421447,628.8839512289095,18.4,32.2,3,1,25.7
seg_0965_m0,34.983387136308274,-86.65747066764386,0,56.49883544421447,628.8839512289095,18.4,32.2,3,1,24.9
seg_0965_m3,34.983387136308274,-86.65747066764386,0,56.49883544421447,628.8839512289095,18.4,32.2,3,4,25.3
seg_0965_m6,34.983387136308274,-86.65747066764386,0,56.49883544421447,628.8839512289095,18.4,32.2,3,7,26.5
seg_0965_m9,34.983387136308274,-86.65747066764386,0,56.49883544421447,628.8839512289095,18.4,32.2,3,10,28.1
seg_0966,33.39090833296346,-89.10171447715481,0,220.84724392012808,216.96748572543495,11.3,6.6,2,5,29.0
seg_0966_m0,33.39090833296346,-89.10171447715481,0,220.84724392012808,216.96748572543495,11.3,6.6,2,1,28.4
seg_0966_m3,33.39090833296346,-89.10171447715481,0,220.84724392012808,216.96748572543495,11.3,6.6,2,4,28.5
seg_0966_m6,33.39090833296346,-89.10171447715481,0,220.84724392012808,216.96748572543495,11.3,6.6,2,7,30.3
